SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_ZONA,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
MT,89990,PONTES E LACERDA,25,2,32235,32163,PONTES E LACERDA,Presidente,23257,23257,0.723097969716755,PONTES E LACERDA,0.082487978904917,0.445664650224911
GO,93734,GOIÂNIA,147,2,115030,115260,GOIÂNIA,Presidente,89008,89008,0.772236682283533,GOIÂNIA,0.0526123619925237,0.371981222289837
MG,50296,PIUMHI,220,2,25729,25661,PIUMHI,Presidente,19518,19518,0.760609485211021,PIUMHI,0.054529907886043,0.488786971899413
CE,15075,PARAMBU,19,2,28685,28570,PARAMBU,Presidente,19331,19331,0.676618830941547,PARAMBU,0.0357329614781245,0.627645110685027
MG,40746,SÃO JOÃO DO MANTENINHA,169,2,5187,5184,SÃO JOÃO DO MANTENINHA,Presidente,3755,3755,0.724344135802469,SÃO JOÃO DO MANTENINHA,0.0476190476190476,0.582224792751109
MG,46175,INHAPIM,128,1,20199,20137,INHAPIM,Presidente,14344,14344,0.712320603863535,INHAPIM,0.0513886826080499,0.594583890291599
RS,85618,CACHOEIRINHA,143,2,104314,104373,CACHOEIRINHA,Presidente,78990,78990,0.756804920812854,CACHOEIRINHA,0.0458231876833407,0.420748892766072
CE,13897,FORTALEZA,94,1,106343,106376,FORTALEZA,Presidente,86165,86165,0.810004136271339,FORTALEZA,0.0887505524576136,0.360465662996154
MG,50350,POÇOS DE CALDAS,222,1,49380,49799,POÇOS DE CALDAS,Presidente,35866,35866,0.720215265366774,POÇOS DE CALDAS,0.146233292831106,0.374645605508303
MA,8311,MATÕES,81,2,25490,25435,MATÕES,Presidente,18391,18391,0.723058777275408,MATÕES,0.0207532365633582,0.712083169870537
SC,83550,TIJUCAS,31,2,31771,31748,TIJUCAS,Presidente,24525,24525,0.77248960564445,TIJUCAS,0.096629001290485,0.401309370180353
MA,7196,ARARI,27,1,24794,24743,ARARI,Presidente,17477,17477,0.706341187406539,ARARI,0.0476728240703396,0.527183996128096
PA,4766,CACHOEIRA DO PIRIÁ,14,2,14860,14856,CACHOEIRA DO PIRIÁ,Presidente,9963,9963,0.670638126009693,CACHOEIRA DO PIRIÁ,0.0288694481830417,0.697913862718708
MA,9458,URBANO SANTOS,73,2,23904,23849,URBANO SANTOS,Presidente,18530,18530,0.776971780787454,URBANO SANTOS,0.0226740294511379,0.516984605087015
PR,76813,MANOEL RIBAS,196,2,10619,10593,MANOEL RIBAS,Presidente,8700,8700,0.821297082979326,MANOEL RIBAS,0.100197758734344,0.483096336754873
SP,62910,CAMPINAS,380,2,117639,117792,CAMPINAS,Presidente,87506,87506,0.742885764737843,CAMPINAS,0.152559950356599,0.30052108569437
SP,62286,FERNÃO,47,2,1590,1586,FERNÃO,Presidente,1178,1178,0.742749054224464,FERNÃO,0.0861635220125786,0.458490566037736
RS,85910,CARAZINHO,15,2,47226,47127,CARAZINHO,Presidente,36846,36846,0.781844802342606,CARAZINHO,0.132829373650108,0.377270994791005
CE,15679,TAUÁ,19,1,47620,47516,TAUÁ,Presidente,34830,34830,0.733016247158852,TAUÁ,0.0736455270894582,0.559722805543889
RS,87106,MORMAÇO,54,2,2701,2696,MORMAÇO,Presidente,2176,2176,0.807121661721068,MORMAÇO,0.0751573491299519,0.527582376897445
MA,7749,JATOBÁ,29,2,7175,7149,JATOBÁ,Presidente,4958,4958,0.693523569730032,JATOBÁ,0.0409756097560976,0.589965156794425
SP,63274,CEDRAL,312,1,7703,7697,CEDRAL,Presidente,5834,5834,0.75795764583604,CEDRAL,0.110995715954823,0.383486953135142
PE,25410,SALGADINHO,88,1,7372,7356,SALGADINHO,Presidente,5177,5177,0.703779227841218,SALGADINHO,0.0379815518176886,0.633206728160608
MG,51152,RIO POMBA,239,1,14264,14218,RIO POMBA,Presidente,10659,10659,0.749683499789,RIO POMBA,0.118129556926528,0.463264161525519
ES,57975,VENDA NOVA DO IMIGRANTE,40,1,19086,19033,VENDA NOVA DO IMIGRANTE,Presidente,13973,13973,0.734145957022014,VENDA NOVA DO IMIGRANTE,0.0632924656816515,0.505029864822383
RS,88714,SÃO JERÔNIMO,50,2,15457,15430,SÃO JERÔNIMO,Presidente,12051,12051,0.78101101749838,SÃO JERÔNIMO,0.0963964546807272,0.439671346315585
MG,44890,ESTIVA,300,1,9267,9251,ESTIVA,Presidente,7258,7258,0.784563830937196,ESTIVA,0.033020394949822,0.602784072515377
AC,1554,MANOEL URBANO,3,1,7779,7774,MANOEL URBANO,Presidente,5534,5534,0.711860046308207,MANOEL URBANO,0.0530916570253246,0.620259673479882
BA,38490,SALVADOR,8,1,106865,106793,SALVADOR,Presidente,80498,80498,0.753775996554081,SALVADOR,0.0526084311982408,0.344078978150002
MG,52213,SÃO FRANCISCO,252,2,41458,41351,SÃO FRANCISCO,Presidente,28190,28190,0.681724746680854,SÃO FRANCISCO,0.0477591779632399,0.548844613826041
PR,84557,ALTAMIRA DO PARANÁ,169,2,3402,3396,ALTAMIRA DO PARANÁ,Presidente,2554,2554,0.75206124852768,ALTAMIRA DO PARANÁ,0.0614344503233392,0.524103468547913
PR,74632,BORRAZÓPOLIS,110,2,6644,6641,BORRAZÓPOLIS,Presidente,5136,5136,0.773377503388044,BORRAZÓPOLIS,0.0969295605057195,0.496237206502107
SC,83836,XANXERÊ,43,2,36065,36008,XANXERÊ,Presidente,28907,28907,0.802793823594757,XANXERÊ,0.154859281852211,0.380590600305005
SP,65250,IPORANGA,148,1,3480,3438,IPORANGA,Presidente,2314,2314,0.673065735892961,IPORANGA,0.0841954022988506,0.427298850574713
MG,40070,ACAIACA,225,1,3538,3537,ACAIACA,Presidente,2508,2508,0.709075487701442,ACAIACA,0.0582249858677219,0.543244771057094
SC,82058,MARAVILHA,58,1,20302,20259,MARAVILHA,Presidente,16072,16072,0.793326422824424,MARAVILHA,0.158703576002364,0.405428036646636
MG,42218,CAMPINA VERDE,229,1,14762,14721,CAMPINA VERDE,Presidente,10612,10612,0.720874940561103,CAMPINA VERDE,0.0703156753827395,0.548231946890665
MA,8834,PRESIDENTE VARGAS,50,2,10500,10479,PRESIDENTE VARGAS,Presidente,7144,7144,0.681744441263479,PRESIDENTE VARGAS,0.0432380952380952,0.534095238095238
MG,48550,MONTE ALEGRE DE MINAS,179,1,15479,15459,MONTE ALEGRE DE MINAS,Presidente,10692,10692,0.691635940228993,MONTE ALEGRE DE MINAS,0.0445765230312036,0.590348213708896
MT,91952,NOVA XAVANTINA,26,2,16337,16290,NOVA XAVANTINA,Presidente,11592,11592,0.711602209944751,NOVA XAVANTINA,0.117463426577707,0.450755952745302
RS,87955,PIRATINI,78,2,14809,14781,PIRATINI,Presidente,11285,11285,0.763480143427373,PIRATINI,0.0825849145789722,0.576001080424066
SP,61204,ILHA SOLTEIRA,368,1,21727,21606,ILHA SOLTEIRA,Presidente,14429,14429,0.667823752661298,ILHA SOLTEIRA,0.197542228563538,0.291204492106596
PI,12459,MORRO DO CHAPÉU DO PIAUÍ,41,2,5506,5493,MORRO DO CHAPÉU DO PIAUÍ,Presidente,4013,4013,0.730566175131986,MORRO DO CHAPÉU DO PIAUÍ,0.0339629495096259,0.658191064293498
SP,63215,CASTILHO,9,1,15758,15730,CASTILHO,Presidente,11506,11506,0.731468531468531,CASTILHO,0.102678004822947,0.413250412488895
MG,54453,ITAÚ DE MINAS,293,1,12350,12316,ITAÚ DE MINAS,Presidente,8884,8884,0.72133809678467,ITAÚ DE MINAS,0.0348178137651822,0.473846153846154
PR,76570,LAPA,10,1,36406,36392,LAPA,Presidente,28563,28563,0.784870301165091,LAPA,0.089270999285832,0.443003900455969
MG,40444,MATIAS CARDOSO,63,2,6984,6964,MATIAS CARDOSO,Presidente,4932,4932,0.708213670304423,MATIAS CARDOSO,0.0224799541809851,0.606815578465063
MA,8010,IGARAPÉ GRANDE,67,2,8091,8069,IGARAPÉ GRANDE,Presidente,6523,6523,0.808402528194324,IGARAPÉ GRANDE,0.0547521937955753,0.550735384995674
GO,92819,CACHOEIRA ALTA,97,2,8260,8240,CACHOEIRA ALTA,Presidente,5929,5929,0.719538834951456,CACHOEIRA ALTA,0.0680387409200969,0.467191283292978
RN,17612,NATAL,1,2,107842,107885,NATAL,Presidente,85951,85951,0.796690920887983,NATAL,0.103837095009366,0.320709927486508
MG,46639,ITANHOMI,138,2,9673,9655,ITANHOMI,Presidente,6698,6698,0.693733816675298,ITANHOMI,0.0464178641579655,0.601674764809263
SP,69132,PORTO FELIZ,100,1,42612,42572,PORTO FELIZ,Presidente,30931,30931,0.726557361646152,PORTO FELIZ,0.13108983384962,0.389843236646954
PR,74730,CAMBIRA,28,2,6156,6148,CAMBIRA,Presidente,5047,5047,0.820917371502928,CAMBIRA,0.10233918128655,0.438109161793372
MA,9350,TIMBIRAS,7,1,20553,20530,TIMBIRAS,Presidente,14236,14236,0.693424257184608,TIMBIRAS,0.026857393081302,0.636987301123924
BA,39454,UBATÃ,134,1,12003,11942,UBATÃ,Presidente,8825,8825,0.738988444146709,UBATÃ,0.0661501291343831,0.51137215696076
RS,88617,SANTO CRISTO,102,1,12960,12930,SANTO CRISTO,Presidente,10759,10759,0.832095901005414,SANTO CRISTO,0.109104938271605,0.500231481481482
SP,68870,PIRASSUNUNGA,96,2,59355,59136,PIRASSUNUNGA,Presidente,43040,43040,0.727813852813853,PIRASSUNUNGA,0.193277735658327,0.31284643248252
MA,8796,PRESIDENTE DUTRA,54,1,29754,29680,PRESIDENTE DUTRA,Presidente,23372,23372,0.787466307277628,PRESIDENTE DUTRA,0.0622101230086711,0.49432009141628
PA,5754,URUARÁ,79,1,29948,29910,URUARÁ,Presidente,21864,21864,0.730992978936811,URUARÁ,0.0460130893548818,0.650026712969147
RJ,58696,NOVA IGUAÇU,27,1,83476,83383,NOVA IGUAÇU,Presidente,62170,62170,0.745595625007496,NOVA IGUAÇU,0.10714456849873,0.335785135847429
MG,48437,MIRAÍ,187,2,10583,10546,MIRAÍ,Presidente,7887,7887,0.747866489664328,MIRAÍ,0.0512142114712274,0.546536898799962
CE,13897,FORTALEZA,95,1,107616,107670,FORTALEZA,Presidente,85546,85546,0.794520293489366,FORTALEZA,0.0638752601843592,0.40421498661909
PB,21253,PEDRAS DE FOGO,44,1,23716,23686,PEDRAS DE FOGO,Presidente,18345,18345,0.774508148273242,PEDRAS DE FOGO,0.0333951762523191,0.624346432787991
BA,37958,PIRIPÁ,177,1,9709,9599,PIRIPÁ,Presidente,6177,6177,0.643504531722054,PIRIPÁ,0.0438768153259862,0.64795550520136
SP,63150,CARDOSO,224,1,10262,10218,CARDOSO,Presidente,6789,6789,0.664415736934821,CARDOSO,0.106119664782693,0.452835704541025
RN,17337,LAJES,17,1,8827,8816,LAJES,Presidente,6969,6969,0.790494555353902,LAJES,0.0578905630452022,0.484422793701144
SP,66915,MENDONÇA,64,2,5045,5041,MENDONÇA,Presidente,3838,3838,0.761356873636183,MENDONÇA,0.105252725470763,0.43191278493558
PE,25232,POÇÃO,55,1,10150,10132,POÇÃO,Presidente,7376,7376,0.727990525069088,POÇÃO,0.0127093596059113,0.730443349753695
MG,50776,RAPOSOS,194,1,13332,13324,RAPOSOS,Presidente,10574,10574,0.793605523866707,RAPOSOS,0.0921842184218422,0.36948694869487
PB,21016,NAZAREZINHO,63,1,6840,6819,NAZAREZINHO,Presidente,5470,5470,0.80217040621792,NAZAREZINHO,0.0374269005847953,0.655263157894737
RN,16756,FLORÂNIA,21,2,8098,8058,FLORÂNIA,Presidente,6444,6444,0.799702159344751,FLORÂNIA,0.066065695233391,0.506915287725364
BA,35890,IRAQUARA,89,1,18617,18569,IRAQUARA,Presidente,14363,14363,0.773493456836663,IRAQUARA,0.0486651984745125,0.491432561637213
RS,87254,JÚLIO DE CASTILHOS,27,1,15114,15078,JÚLIO DE CASTILHOS,Presidente,11991,11991,0.795264623955432,JÚLIO DE CASTILHOS,0.115852851660712,0.480018525870054
GO,94510,MARA ROSA,88,2,8237,8206,MARA ROSA,Presidente,6192,6192,0.754569826955886,MARA ROSA,0.0970013354376593,0.495204564768727
BA,34932,CRISTÓPOLIS,126,2,12588,12555,CRISTÓPOLIS,Presidente,9221,9221,0.734448426921545,CRISTÓPOLIS,0.0424213536701621,0.561010486177312
TO,93238,CRISTALÂNDIA,13,2,5385,5357,CRISTALÂNDIA,Presidente,4078,4078,0.761246966585776,CRISTALÂNDIA,0.0978644382544104,0.458681522748375
MG,49735,PEDRA AZUL,213,2,18640,18534,PEDRA AZUL,Presidente,11730,11730,0.632890903204921,PEDRA AZUL,0.0362124463519313,0.581115879828326
SP,68977,POÁ,219,2,94984,94816,POÁ,Presidente,71072,71072,0.749578130273372,POÁ,0.12475785395435,0.277215109913249
SP,69175,POTIRENDABA,126,1,13691,13674,POTIRENDABA,Presidente,10347,10347,0.756691531373409,POTIRENDABA,0.0742093345993719,0.479366006865824
MA,9091,SÃO BERNARDO,51,2,23134,23104,SÃO BERNARDO,Presidente,15950,15950,0.690356648199446,SÃO BERNARDO,0.0360940606898937,0.548975533846287
PR,74292,ARAPOTI,164,2,19337,19326,ARAPOTI,Presidente,14854,14854,0.768601883473042,ARAPOTI,0.105807519263588,0.431762941511093
RS,89451,TUCUNDUVA,120,1,4763,4756,TUCUNDUVA,Presidente,3945,3945,0.829478553406224,TUCUNDUVA,0.115893344530758,0.490447197144657
TO,92479,ARRAIAS,22,1,7864,7828,ARRAIAS,Presidente,5664,5664,0.723556463975473,ARRAIAS,0.125508646998983,0.46998982706002
BA,35157,FEIRA DE SANTANA,157,2,105345,105608,FEIRA DE SANTANA,Presidente,85675,85675,0.811254829179608,FEIRA DE SANTANA,0.0630974417390479,0.361032797000332
RN,17710,PARANÁ,42,1,4106,4075,PARANÁ,Presidente,3135,3135,0.769325153374233,PARANÁ,0.0414028251339503,0.599366780321481
MT,90727,SAPEZAL,42,1,19096,19042,SAPEZAL,Presidente,13001,13001,0.682753912404159,SAPEZAL,0.120967741935484,0.376571009635526
MA,9415,TURIAÇU,39,1,29128,29027,TURIAÇU,Presidente,20684,20684,0.712577944672202,TURIAÇU,0.0235512221917056,0.65150370777259
SP,71498,SUMARÉ,362,2,122740,122982,SUMARÉ,Presidente,92614,92614,0.753069554894212,SUMARÉ,0.0521101515398403,0.387249470425289
CE,13137,ALTO SANTO,86,2,12800,12773,ALTO SANTO,Presidente,9764,9764,0.764424958897675,ALTO SANTO,0.05703125,0.589140625
ES,56081,VILA PAVÃO,30,1,7345,7327,VILA PAVÃO,Presidente,5944,5944,0.811246076156681,VILA PAVÃO,0.0540503744043567,0.586657590197413
PR,74888,TUNAS DO PARANÁ,48,2,5270,5266,TUNAS DO PARANÁ,Presidente,4051,4051,0.769274591720471,TUNAS DO PARANÁ,0.0364326375711575,0.587855787476281
PI,12130,SIMÕES,56,2,11517,11507,SIMÕES,Presidente,9009,9009,0.782914747544973,SIMÕES,0.0628635929495528,0.626638881653208
MG,51357,SABINÓPOLIS,242,2,12708,12677,SABINÓPOLIS,Presidente,8059,8059,0.63571822986511,SABINÓPOLIS,0.0609065155807365,0.559096632042808
GO,94250,ITUMBIARA,16,2,74512,74373,ITUMBIARA,Presidente,56718,56718,0.762615465289823,ITUMBIARA,0.132408202705604,0.365981318445351
MG,49093,OLÍMPIO NORONHA,159,2,2660,2662,OLÍMPIO NORONHA,Presidente,2012,2012,0.755822689706987,OLÍMPIO NORONHA,0.0364661654135338,0.581578947368421
CE,13498,BREJO SANTO,70,1,35375,35291,BREJO SANTO,Presidente,28353,28353,0.803405967527132,BREJO SANTO,0.073469964664311,0.478530035335689
MA,7820,LAGOA DO MATO,44,2,8807,8802,LAGOA DO MATO,Presidente,6051,6051,0.687457396046353,LAGOA DO MATO,0.0399682071079823,0.657999318723743
CE,13455,BELA CRUZ,96,1,20224,20210,BELA CRUZ,Presidente,15706,15706,0.777140029688273,BELA CRUZ,0.0514240506329114,0.550286787974684
RJ,58335,DUQUE DE CAXIAS,79,1,102587,102514,DUQUE DE CAXIAS,Presidente,78019,78019,0.761057026357376,DUQUE DE CAXIAS,0.0310663144453001,0.479934104711123
SP,64874,IBATÉ,410,2,26294,26294,IBATÉ,Presidente,19061,19061,0.724918232296341,IBATÉ,0.0488324332547349,0.452993078268807
RS,87912,PELOTAS,60,1,106461,106253,PELOTAS,Presidente,82505,82505,0.776495722473718,PELOTAS,0.0993603291346127,0.474831158828116
CE,13200,ERERÉ,10,1,5705,5692,ERERÉ,Presidente,4244,4244,0.745607870695713,ERERÉ,0.0595968448729185,0.613672217353199
SP,70793,SÃO CARLOS,410,1,86881,86959,SÃO CARLOS,Presidente,61996,61996,0.71293368139008,SÃO CARLOS,0.103785637826452,0.339740564680425
AL,27790,JUNQUEIRO,34,1,19830,19815,JUNQUEIRO,Presidente,14246,14246,0.718950290184204,JUNQUEIRO,0.0330811901159859,0.6148764498235
BA,38075,PORTO SEGURO,122,2,76326,76745,PORTO SEGURO,Presidente,56572,56572,0.737142484852433,PORTO SEGURO,0.0637397479233813,0.427206980583288
SP,62758,CACONDE,30,2,14610,14578,CACONDE,Presidente,10320,10320,0.707916037865276,CACONDE,0.118275154004107,0.453319644079398
SP,61492,APARECIDA,190,2,28587,28544,APARECIDA,Presidente,21880,21880,0.766535874439462,APARECIDA,0.146884947703502,0.327666421800119
MG,43257,CIPOTÂNEA,11,2,5789,5783,CIPOTÂNEA,Presidente,3905,3905,0.675255057928411,CIPOTÂNEA,0.0214199343582657,0.673691483848679
MG,49875,PEDRO TEIXEIRA,162,1,2323,2323,PEDRO TEIXEIRA,Presidente,1931,1931,0.83125269048644,PEDRO TEIXEIRA,0.0335772707705553,0.598794662074903
SP,71153,SÃO SEBASTIÃO,132,1,66581,66365,SÃO SEBASTIÃO,Presidente,49085,49085,0.739621788593385,SÃO SEBASTIÃO,0.127468797404665,0.333999188957811
SP,67873,ORLÂNDIA,81,1,31757,31689,ORLÂNDIA,Presidente,22525,22525,0.710814478210105,ORLÂNDIA,0.1413861510848,0.371162263437982
BA,34517,CENTRAL,159,1,13816,13758,CENTRAL,Presidente,10293,10293,0.748146532926297,CENTRAL,0.0476259409380429,0.573176027793862
RJ,59013,SÃO JOÃO DE MERITI,186,1,104732,104584,SÃO JOÃO DE MERITI,Presidente,75786,75786,0.724642392717815,SÃO JOÃO DE MERITI,0.0443035557422755,0.444124049956078
PB,19690,CACIMBA DE AREIA,65,1,3952,3941,CACIMBA DE AREIA,Presidente,3047,3047,0.773154021821873,CACIMBA DE AREIA,0.0518724696356275,0.540232793522267
RS,89079,SELBACH,4,1,4394,4375,SELBACH,Presidente,3625,3625,0.828571428571429,SELBACH,0.130860263996359,0.483841602184798
SC,83739,URUSSANGA,34,2,17472,17458,URUSSANGA,Presidente,13229,13229,0.757761484706152,URUSSANGA,0.103651556776557,0.433836996336996
RO,299,ROLIM DE MOURA,29,1,40573,40497,ROLIM DE MOURA,Presidente,29023,29023,0.716670370644739,ROLIM DE MOURA,0.123924777561433,0.420205555418628
SP,62910,CAMPINAS,275,2,149445,150634,CAMPINAS,Presidente,113326,113326,0.752326831923736,CAMPINAS,0.269383385191877,0.245267489711934
SC,81027,CAPIVARI DE BAIXO,99,2,17746,17721,CAPIVARI DE BAIXO,Presidente,14150,14150,0.79848766999605,CAPIVARI DE BAIXO,0.0769750929786994,0.403978361320861
BA,33065,ADUSTINA,52,1,11888,11850,ADUSTINA,Presidente,9207,9207,0.776962025316456,ADUSTINA,0.0242261103633917,0.69364064602961
GO,95397,PIRACANJUBA,25,1,18894,18870,PIRACANJUBA,Presidente,13599,13599,0.72066772655008,PIRACANJUBA,0.122631523234889,0.466973642426167
RR,3085,RORAINÓPOLIS,8,1,20516,20471,RORAINÓPOLIS,Presidente,16215,16215,0.792096135997265,RORAINÓPOLIS,0.0688243322285046,0.462663287190486
RJ,58637,NILÓPOLIS,221,1,59369,59285,NILÓPOLIS,Presidente,46303,46303,0.781023867757443,NILÓPOLIS,0.0422779565092894,0.407973858410955
CE,14796,MORRINHOS,44,1,17436,17411,MORRINHOS,Presidente,13800,13800,0.792602377807133,MORRINHOS,0.0530511585225969,0.549782060105529
RO,35,PORTO VELHO,6,1,87581,87737,PORTO VELHO,Presidente,66349,66349,0.756225993594493,PORTO VELHO,0.0880099564974138,0.400977380938788
RS,88790,SÃO LOURENÇO DO SUL,80,2,35961,35905,SÃO LOURENÇO DO SUL,Presidente,27208,27208,0.757777468319176,SÃO LOURENÇO DO SUL,0.0865938099607909,0.59189121548344
SP,63010,CÂNDIDO MOTA,226,1,24747,24697,CÂNDIDO MOTA,Presidente,17659,17659,0.715026116532372,CÂNDIDO MOTA,0.12195417626379,0.398836222572433
MG,46973,JACUTINGA,13,1,18964,18947,JACUTINGA,Presidente,14020,14020,0.739958832532855,JACUTINGA,0.0502531111579835,0.545929128875765
ES,56235,CACHOEIRO DE ITAPEMIRIM,2,1,88083,88085,CACHOEIRO DE ITAPEMIRIM,Presidente,68010,68010,0.772095135380598,CACHOEIRO DE ITAPEMIRIM,0.150551184678088,0.378166047932064
MG,46256,IPATINGA,348,1,50127,50288,IPATINGA,Presidente,37204,37204,0.739818644607063,IPATINGA,0.0970534841502583,0.362080315997367
MA,8400,SÃO PEDRO DOS CRENTES,82,2,4506,4505,SÃO PEDRO DOS CRENTES,Presidente,3496,3496,0.776026637069922,SÃO PEDRO DOS CRENTES,0.0408344429649356,0.615845539280959
PE,25950,TACARATU,89,2,17255,17196,TACARATU,Presidente,12803,12803,0.744533612468016,TACARATU,0.0443349753694581,0.530686757461605
BA,30775,BARROCAS,150,1,13743,13725,BARROCAS,Presidente,10802,10802,0.787030965391621,BARROCAS,0.0366732154551408,0.545659608527978
MG,40673,ARAÇUAÍ,15,2,28118,27974,ARAÇUAÍ,Presidente,18679,18679,0.667727175234146,ARAÇUAÍ,0.0584678853403514,0.546447115726581
SP,69574,RIBEIRA,10,2,3027,3028,RIBEIRA,Presidente,2252,2252,0.743725231175694,RIBEIRA,0.0621076973901553,0.442021803766105
PR,77771,PONTA GROSSA,139,1,70536,70457,PONTA GROSSA,Presidente,55016,55016,0.780845054430362,PONTA GROSSA,0.0738629919473744,0.401057615969151
MG,42919,CARRANCAS,343,1,3495,3492,CARRANCAS,Presidente,2645,2645,0.757445589919817,CARRANCAS,0.128469241773963,0.460085836909871
RS,86533,ESTRELA,21,1,25890,25860,ESTRELA,Presidente,20421,20421,0.789675174013921,ESTRELA,0.125994592506759,0.427462340672074
PI,10413,CAMPINAS DO PIAUÍ,90,1,5227,5209,CAMPINAS DO PIAUÍ,Presidente,3998,3998,0.767517757727011,CAMPINAS DO PIAUÍ,0.0321408073464703,0.722976850966137
PI,10650,DEMERVAL LOBÃO,54,2,12149,12132,DEMERVAL LOBÃO,Presidente,9687,9687,0.798466864490603,DEMERVAL LOBÃO,0.0565478640217302,0.502675117293604
MG,47651,LEANDRO FERREIRA,219,1,3321,3323,LEANDRO FERREIRA,Presidente,2532,2532,0.761962082455612,LEANDRO FERREIRA,0.039747064137308,0.580548027702499
MG,45314,FRANCISCO DUMONT,44,2,4177,4175,FRANCISCO DUMONT,Presidente,3043,3043,0.728862275449102,FRANCISCO DUMONT,0.0715824754608571,0.508738328944218
CE,13064,GRAÇA,79,2,13445,13405,GRAÇA,Presidente,9322,9322,0.695412159641925,GRAÇA,0.0388248419486798,0.634510970621049
BA,36382,ITATIM,107,2,12891,12872,ITATIM,Presidente,9617,9617,0.747125543816035,ITATIM,0.0348305019005508,0.584826623225506
AL,28371,PILAR,8,1,27285,27252,PILAR,Presidente,20519,20519,0.752935564362249,PILAR,0.0351475169507055,0.5246472420744
SC,82651,PORTO BELO,31,2,16821,16784,PORTO BELO,Presidente,12728,12728,0.758341277407054,PORTO BELO,0.130729445336187,0.367397895487783
SP,66850,MARTINÓPOLIS,71,1,17960,17919,MARTINÓPOLIS,Presidente,13847,13847,0.772755176070093,MARTINÓPOLIS,0.123775055679287,0.371046770601336
SC,83135,SÃO BONIFÁCIO,67,1,2777,2775,SÃO BONIFÁCIO,Presidente,2275,2275,0.81981981981982,SÃO BONIFÁCIO,0.087144400432121,0.543032048973713
MG,42838,CARMO DO CAJURU,287,2,18681,18664,CARMO DO CAJURU,Presidente,14925,14925,0.799667809687098,CARMO DO CAJURU,0.0397730314223007,0.524757775279696
PA,4383,NOVO PROGRESSO,91,2,23927,23876,NOVO PROGRESSO,Presidente,16614,16614,0.695845200201039,NOVO PROGRESSO,0.0578426045889581,0.574539223471392
SP,65439,ITANHAÉM,189,2,85042,84756,ITANHAÉM,Presidente,57648,57648,0.680164236160272,ITANHAÉM,0.116166129677101,0.339867359657581
RS,87130,ITAQUI,24,2,27995,27908,ITAQUI,Presidente,19424,19424,0.696001146624624,ITAQUI,0.0919807108412216,0.477978210394713
MT,91197,NORTELÂNDIA,17,1,4786,4774,NORTELÂNDIA,Presidente,3618,3618,0.757855048177629,NORTELÂNDIA,0.117634768073548,0.376932720434601
MS,90492,CAMAPUÃ,14,1,11108,11086,CAMAPUÃ,Presidente,8378,8378,0.755727945156053,CAMAPUÃ,0.0900252070579762,0.50576161325171
RJ,58637,NILÓPOLIS,201,1,71733,71567,NILÓPOLIS,Presidente,54265,54265,0.758240529853145,NILÓPOLIS,0.0573236864483571,0.366958024897885
GO,95117,PALMEIRAS DE GOIÁS,20,2,21968,21945,PALMEIRAS DE GOIÁS,Presidente,16581,16581,0.755570745044429,PALMEIRAS DE GOIÁS,0.0922705753823744,0.407274217042972
CE,14656,MERUOCA,24,1,12125,12118,MERUOCA,Presidente,10014,10014,0.826373989107113,MERUOCA,0.0485773195876289,0.473237113402062
SC,81833,LAGES,104,2,47437,47462,LAGES,Presidente,36543,36543,0.769942269605158,LAGES,0.0621245019710353,0.482408246727238
RJ,58149,JAPERI,139,1,75271,75198,JAPERI,Presidente,56120,56120,0.746296444054363,JAPERI,0.0130860490760054,0.588035232692538
