SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
PA,5371,SANTARÉM NOVO,1,5853,5853,SANTARÉM NOVO,Presidente,4969,,0.848966342046814,SANTARÉM NOVO,0.0415171706817017,0.541944302067316
GO,94595,MINEIROS,2,40739,40723,MINEIROS,Presidente,29778,,0.730945776774099,MINEIROS,0.143891602641204,0.450281057463364
PR,84557,ALTAMIRA DO PARANÁ,2,3293,3293,ALTAMIRA DO PARANÁ,Presidente,2462,,0.747646522927422,ALTAMIRA DO PARANÁ,0.0601275432736107,0.575463103552991
PE,24694,LAGOA DE ITAENGA,1,17726,17717,LAGOA DE ITAENGA,Presidente,11666,,0.658129301590884,LAGOA DE ITAENGA,0.00710820264018955,0.760182782353605
BA,38393,RIO DO PIRES,2,10059,10042,RIO DO PIRES,Presidente,5635,,0.560194850382742,RIO DO PIRES,0.00755542300427478,0.733273685256984
MG,41106,NATALÂNDIA,2,2958,2958,NATALÂNDIA,Presidente,1921,,0.649425287356322,NATALÂNDIA,0.0162271805273834,0.673766058147397
PR,74292,ARAPOTI,2,18387,18382,ARAPOTI,Presidente,14314,,0.778484799042802,ARAPOTI,0.110295317343775,0.460053298526133
RS,88790,SÃO LOURENÇO DO SUL,1,35985,35959,SÃO LOURENÇO DO SUL,Presidente,26877,,0.746894539391413,SÃO LOURENÇO DO SUL,0.0534945116020564,0.64538001945255
PA,4235,BAIÃO,1,23547,23529,BAIÃO,Presidente,18153,,0.770926232641101,BAIÃO,0.0185586274259991,0.696691722937104
SP,61565,POTIM,1,12195,12278,POTIM,Presidente,9070,,0.743747437474375,POTIM,0.0298482984829848,0.510537105371054
AM,2755,SÃO PAULO DE OLIVENÇA,1,16924,16914,SÃO PAULO DE OLIVENÇA,Presidente,13071,,0.772335145355708,SÃO PAULO DE OLIVENÇA,0.0354526116757268,0.553356180571969
CE,15440,SALITRE,1,13122,13119,SALITRE,Presidente,9405,,0.716735253772291,SALITRE,0.0219478737997256,0.774500838286847
PI,12246,MILTON BRANDÃO,1,5686,5683,MILTON BRANDÃO,Presidente,4253,,0.747977488568414,MILTON BRANDÃO,0.0277875483644038,0.774709813577207
SC,80110,ÁGUAS MORNAS,1,5693,5691,ÁGUAS MORNAS,Presidente,4581,,0.804672404707535,ÁGUAS MORNAS,0.0606007377481117,0.582996662568066
SC,82058,MARAVILHA,2,19374,19362,MARAVILHA,Presidente,14779,,0.762826468462888,MARAVILHA,0.143388045834624,0.449365128522762
BA,33197,AMARGOSA,2,26504,26503,AMARGOSA,Presidente,18673,,0.704535164503471,AMARGOSA,0.0437669785692726,0.608776033806218
SP,71536,TABAPUÃ,2,9236,9227,TABAPUÃ,Presidente,6192,,0.670420095279342,TABAPUÃ,0.060524036379385,0.536379385015158
RS,84883,DOUTOR MAURÍCIO CARDOSO,1,3964,3797,DOUTOR MAURÍCIO CARDOSO,Presidente,3334,,0.841069626639758,DOUTOR MAURÍCIO CARDOSO,0.0829969727547931,0.593340060544904
BA,36382,ITATIM,1,11573,11572,ITATIM,Presidente,8228,,0.710965177568478,ITATIM,0.00570292923183271,0.764192517065584
RS,87106,MORMAÇO,1,2589,2588,MORMAÇO,Presidente,1975,,0.762842796446504,MORMAÇO,0.0753186558516802,0.562379297025879
MA,7366,BURITIRANA,2,11016,11009,BURITIRANA,Presidente,7542,,0.684640522875817,BURITIRANA,0.0107116920842411,0.732207697893973
RS,85219,ARROIO DOS RATOS,2,10015,10007,ARROIO DOS RATOS,Presidente,7236,,0.722516225661508,ARROIO DOS RATOS,0.0774837743384923,0.523414877683475
RS,86592,FELIZ,1,10210,10201,FELIZ,Presidente,8353,,0.818119490695397,FELIZ,0.0985308521057786,0.496571988246817
PI,12076,SÃO MIGUEL DO TAPUIO,1,14443,14439,SÃO MIGUEL DO TAPUIO,Presidente,10252,,0.70982482863671,SÃO MIGUEL DO TAPUIO,0.0272104133490272,0.737658381222738
MA,8087,PERITORÓ,1,14034,14030,PERITORÓ,Presidente,11156,,0.794926606812028,PERITORÓ,0.0307111301125837,0.628188684623058
BA,36773,LAJE,1,19038,19040,LAJE,Presidente,13131,,0.689725811534825,LAJE,0.00850929719508352,0.734005672864797
RN,18490,SÃO PAULO DO POTENGI,1,12456,12453,SÃO PAULO DO POTENGI,Presidente,9414,,0.755780346820809,SÃO PAULO DO POTENGI,0.0653500321130379,0.52504816955684
SC,81728,BALNEÁRIO ARROIO DO SILVA,1,10470,10456,BALNEÁRIO ARROIO DO SILVA,Presidente,7347,,0.701719197707736,BALNEÁRIO ARROIO DO SILVA,0.0787010506208214,0.474785100286533
SP,64637,GUARANTÃ,1,5329,5320,GUARANTÃ,Presidente,3487,,0.654344154625633,GUARANTÃ,0.040720585475699,0.589041095890411
SP,70076,SALTO DE PIRAPORA,1,28104,28093,SALTO DE PIRAPORA,Presidente,21015,,0.747758326216909,SALTO DE PIRAPORA,0.0871050384286934,0.421683746085966
PE,26093,TRACUNHAÉM,2,10140,10135,TRACUNHAÉM,Presidente,7980,,0.78698224852071,TRACUNHAÉM,0.045069033530572,0.547435897435897
BA,36137,ITAMARAJU,1,44327,44305,ITAMARAJU,Presidente,29567,,0.667020100615877,ITAMARAJU,0.0386897376316917,0.617388950301171
MA,8001,NOVA OLINDA DO MARANHÃO,2,12882,12877,NOVA OLINDA DO MARANHÃO,Presidente,8351,,0.648268902344356,NOVA OLINDA DO MARANHÃO,0.0109455053563111,0.734047508150908
MG,48577,MONTE AZUL,1,17747,17733,MONTE AZUL,Presidente,12621,,0.711162449991548,MONTE AZUL,0.0304276779173945,0.61356849044909
ES,56910,SANTA TERESA,1,19036,19020,SANTA TERESA,Presidente,13805,,0.725204874973734,SANTA TERESA,0.111630594662744,0.491699936961547
MA,7978,HUMBERTO DE CAMPOS,2,21541,21532,HUMBERTO DE CAMPOS,Presidente,12511,,0.580799405784318,HUMBERTO DE CAMPOS,0.0129984680376956,0.707720161552389
MG,46850,ITUMIRIM,2,5955,5953,ITUMIRIM,Presidente,3821,,0.641645675902603,ITUMIRIM,0.0443324937027708,0.529303106633082
MG,42048,DOM BOSCO,2,3401,3400,DOM BOSCO,Presidente,2143,,0.630108791531902,DOM BOSCO,0.0311673037341958,0.626874448691561
SE,32131,PROPRIÁ,1,19508,19497,PROPRIÁ,Presidente,14210,,0.728419110108673,PROPRIÁ,0.070535165060488,0.476830018453968
MG,50954,RIO ACIMA,2,8156,8152,RIO ACIMA,Presidente,5682,,0.696665031878372,RIO ACIMA,0.0449975478175576,0.594654242275625
TO,96792,RIO SONO,2,3772,3768,RIO SONO,Presidente,2575,,0.682661717921527,RIO SONO,0.0575291622481442,0.559915164369035
GO,93815,GUAPÓ,2,12582,12580,GUAPÓ,Presidente,8744,,0.694961055476077,GUAPÓ,0.058416785884597,0.461293911937689
MT,90948,NOVO SANTO ANTÔNIO,2,1701,1701,NOVO SANTO ANTÔNIO,Presidente,1010,,0.593768371546149,NOVO SANTO ANTÔNIO,0.0323339212228101,0.666666666666667
PE,23779,CARNAÍBA,1,14623,14622,CARNAÍBA,Presidente,10084,,0.689598577583259,CARNAÍBA,0.022840730356288,0.698830609314094
MG,47678,LEOPOLDINA,1,40840,40807,LEOPOLDINA,Presidente,28635,,0.70115083251714,LEOPOLDINA,0.0508325171400588,0.545959843290891
PE,26255,VICÊNCIA,2,21548,21540,VICÊNCIA,Presidente,15655,,0.726517542231298,VICÊNCIA,0.0343419342862447,0.609615741600149
RN,17655,NOVA CRUZ,1,24218,24221,NOVA CRUZ,Presidente,17905,,0.739326121066975,NOVA CRUZ,0.0581385746139235,0.575770088364027
PA,4553,CURRALINHO,2,20334,20326,CURRALINHO,Presidente,13241,,0.651175371299302,CURRALINHO,0.0104750663912659,0.806235861119308
RS,85170,ARATIBA,2,6052,6047,ARATIBA,Presidente,4921,,0.813119629874422,ARATIBA,0.0897224058162591,0.552709847984137
PE,25658,SÃO JOAQUIM DO MONTE,2,16387,16380,SÃO JOAQUIM DO MONTE,Presidente,11892,,0.725697198999207,SÃO JOAQUIM DO MONTE,0.0288033197046439,0.686214682370172
PE,26174,TUPARETAMA,1,7392,7395,TUPARETAMA,Presidente,5539,,0.749323593073593,TUPARETAMA,0.064258658008658,0.61715367965368
MG,46094,ILICÍNEA,2,9654,9655,ILICÍNEA,Presidente,6610,,0.684690283820178,ILICÍNEA,0.0240314895380153,0.642324425108763
MG,48216,MATOZINHOS,2,29412,26830,MATOZINHOS,Presidente,19592,,0.666122671018632,MATOZINHOS,0.0451856385148919,0.481300149598803
PI,12483,OLHO D'ÁGUA DO PIAUÍ,2,2167,2167,OLHO D ÁGUA DO PIAUÍ,Presidente,1745,,0.805260729118597,OLHO D'ÁGUA DO PIAUÍ,0.050761421319797,0.592985694508537
PB,22330,TAVARES,2,10538,8633,TAVARES,Presidente,8010,,0.76010628202695,TAVARES,0.0376731827671285,0.707344847219586
TO,96490,PALMEIRÓPOLIS,1,5354,5353,PALMEIRÓPOLIS,Presidente,3771,,0.704333208815839,PALMEIRÓPOLIS,0.0735898393724318,0.533619723571162
MG,40894,ARINOS,1,13563,13565,ARINOS,Presidente,8569,,0.631792376317924,ARINOS,0.0441642704416427,0.563813315638133
BA,38539,SANTA BRÍGIDA,1,12018,12027,SANTA BRÍGIDA,Presidente,7980,,0.664003994008987,SANTA BRÍGIDA,0.0213845897819937,0.736062572807455
PE,23116,ALAGOINHA,1,12129,12137,ALAGOINHA,Presidente,8141,,0.671201253194822,ALAGOINHA,0.0129441833621898,0.751916893395993
MG,47775,MACHACALIS,2,5801,5790,MACHACALIS,Presidente,3541,,0.610411997931391,MACHACALIS,0.0301672125495604,0.643164971556628
CE,15695,TIANGUÁ,1,51147,48418,TIANGUÁ,Presidente,40261,,0.787162492423798,TIANGUÁ,0.0599057618237629,0.514282362601912
MG,40711,ARANTINA,2,2561,2560,ARANTINA,Presidente,1778,,0.694260054666146,ARANTINA,0.0847325263568918,0.514252245216712
RS,88137,RESTINGA SÊCA,2,11779,11774,RESTINGA SÊCA,Presidente,9285,,0.788267255284829,RESTINGA SÊCA,0.0891416928431955,0.579760590882078
PA,5339,SANTANA DO ARAGUAIA,1,22172,22173,SANTANA DO ARAGUAIA,Presidente,14253,,0.642837813458416,SANTANA DO ARAGUAIA,0.0217842323651452,0.705258885080282
MG,47430,LAGOA DA PRATA,2,35210,35196,LAGOA DA PRATA,Presidente,23730,,0.673956262425447,LAGOA DA PRATA,0.0339108207895484,0.527690996875888
RS,86614,FLORES DA CUNHA,1,22857,22849,FLORES DA CUNHA,Presidente,19220,,0.840880255501597,FLORES DA CUNHA,0.118519490746817,0.473159207245045
RJ,58297,CORDEIRO,1,16682,16313,CORDEIRO,Presidente,11368,,0.681453063181873,CORDEIRO,0.0450785277544659,0.498561323582304
BA,34614,COCOS,2,14603,14596,COCOS,Presidente,10922,,0.747928507840855,COCOS,0.0261590084229268,0.666301444908581
RJ,58734,PARAÍBA DO SUL,1,34131,34115,PARAÍBA DO SUL,Presidente,22742,,0.666315080132431,PARAÍBA DO SUL,0.0328440420731886,0.566376607775922
BA,37613,NOVA VIÇOSA,1,29064,29070,NOVA VIÇOSA,Presidente,18352,,0.631434076520782,NOVA VIÇOSA,0.0205752821359758,0.644095788604459
CE,15210,PORANGA,1,10081,9851,PORANGA,Presidente,6493,,0.644082928280925,PORANGA,0.0132923321099097,0.753496676916973
RS,88676,SÃO FRANCISCO DE PAULA,2,14416,14414,SÃO FRANCISCO DE PAULA,Presidente,10857,,0.753121531631521,SÃO FRANCISCO DE PAULA,0.0957269700332963,0.5371115427303
SC,81213,GRAVATAL,2,8751,8748,GRAVATAL,Presidente,6929,,0.79179522340304,GRAVATAL,0.0602216889498343,0.522568849274369
RS,88510,SANTIAGO,1,40251,40175,SANTIAGO,Presidente,29219,,0.725919852922909,SANTIAGO,0.0990037514595911,0.454994906958833
PR,79073,SIQUEIRA CAMPOS,2,15085,15081,SIQUEIRA CAMPOS,Presidente,11439,,0.758302949950282,SIQUEIRA CAMPOS,0.0846536294332118,0.530328140536957
MT,91219,NOSSA SENHORA DO LIVRAMENTO,2,11241,11242,NOSSA SENHORA DO LIVRAMENTO,Presidente,8009,,0.712481095987902,NOSSA SENHORA DO LIVRAMENTO,0.0604928387154168,0.5430121875278
PE,23930,CORRENTES,2,13603,13598,CORRENTES,Presidente,8706,,0.640005881055649,CORRENTES,0.00948320223480115,0.805631110784386
BA,37036,MAIRI,1,14362,14355,MAIRI,Presidente,8855,,0.6165575825094,MAIRI,0.0184514691547138,0.730678178526668
RS,85324,SÃO JOSÉ DO HORTÊNCIO,1,3314,3313,SÃO JOSÉ DO HORTÊNCIO,Presidente,2908,,0.877489438744719,SÃO JOSÉ DO HORTÊNCIO,0.044055522027761,0.62190706095353
PR,78530,SANTA MARIANA,2,9441,9445,SANTA MARIANA,Presidente,7020,,0.743565300285987,SANTA MARIANA,0.132295307700455,0.50566677258765
PR,77135,NOSSA SENHORA DAS GRAÇAS,1,2909,2908,NOSSA SENHORA DAS GRAÇAS,Presidente,2251,,0.773805431419732,NOSSA SENHORA DAS GRAÇAS,0.0814712959779993,0.460639394981093
MT,98779,NOVO SÃO JOAQUIM,1,5066,5068,NOVO SÃO JOAQUIM,Presidente,3245,,0.640544808527438,NOVO SÃO JOAQUIM,0.0193446506119226,0.783853138570865
SP,64475,GUAIMBÊ,2,4662,4657,GUAIMBÊ,Presidente,2974,,0.637923637923638,GUAIMBÊ,0.0407550407550408,0.543329043329043
SC,83976,OTACÍLIO COSTA,1,12936,12939,OTACÍLIO COSTA,Presidente,9873,,0.76321892393321,OTACÍLIO COSTA,0.0342455163883735,0.555735930735931
CE,14850,NOVA OLINDA,2,11482,10946,NOVA OLINDA,Presidente,9262,,0.806653893049991,NOVA OLINDA,0.0607908029959937,0.529698658770249
RN,16268,RIO DO FOGO,2,8549,8549,RIO DO FOGO,Presidente,6529,,0.763715054392327,RIO DO FOGO,0.044566615978477,0.571060942800328
PB,19496,BONITO DE SANTA FÉ,2,7112,7107,BONITO DE SANTA FÉ,Presidente,5482,,0.770809898762655,BONITO DE SANTA FÉ,0.0614454443194601,0.68152418447694
GO,95630,QUIRINÓPOLIS,2,31671,31667,QUIRINÓPOLIS,Presidente,23616,,0.745666382495027,QUIRINÓPOLIS,0.134507909443971,0.457358466736131
RJ,58360,TANGUÁ,1,24402,24393,TANGUÁ,Presidente,17564,,0.719777067453487,TANGUÁ,0.0147119088599295,0.660314728300959
MG,40550,ANDRELÂNDIA,1,9870,9636,ANDRELÂNDIA,Presidente,6272,,0.635460992907801,ANDRELÂNDIA,0.0367781155015198,0.600405268490375
BA,39233,TAPEROÁ,1,12663,12659,TAPEROÁ,Presidente,8616,,0.680407486377636,TAPEROÁ,0.0170575692963753,0.708362947168917
RJ,58300,CARAPEBUS,2,11933,11927,CARAPEBUS,Presidente,7694,,0.644766613592559,CARAPEBUS,0.0248051621553675,0.581831894745663
PR,74926,ALTO PARAÍSO,2,2732,2732,ALTO PARAÍSO,Presidente,2077,,0.760248901903367,ALTO PARAÍSO,0.0775988286969253,0.549414348462665
PB,21695,SANTA LUZIA,1,11153,11143,SANTA LUZIA,Presidente,8226,,0.737559401058011,SANTA LUZIA,0.0957589886129293,0.461759167936878
CE,13331,AURORA,2,19088,17829,AURORA,Presidente,14636,,0.766764459346186,AURORA,0.0532795473595977,0.631653394803018
AM,2496,JUTAÍ,2,12412,12386,JUTAÍ,Presidente,7422,,0.597969706735417,JUTAÍ,0.0335965194972607,0.66185949081534
SP,62618,BURI,1,15342,15331,BURI,Presidente,10788,,0.703167774736019,BURI,0.0515578151479599,0.590209881371399
SP,70831,SÃO JOÃO DA BOA VISTA,1,69004,68934,SÃO JOÃO DA BOA VISTA,Presidente,48363,,0.700872413193438,SÃO JOÃO DA BOA VISTA,0.138122427685352,0.405672134948699
MG,52990,SÃO TIAGO,2,8867,8865,SÃO TIAGO,Presidente,5659,,0.638209089883839,SÃO TIAGO,0.0307883162287132,0.604714108492162
BA,37818,PAULO AFONSO,1,81179,80993,PAULO AFONSO,Presidente,56333,,0.693935623745057,PAULO AFONSO,0.043681247613299,0.552741472548319
PR,79316,TUNEIRAS DO OESTE,1,6930,4046,TUNEIRAS DO OESTE,Presidente,5009,,0.722799422799423,TUNEIRAS DO OESTE,0.0223665223665224,0.59004329004329
PI,11312,MONTE ALEGRE DO PIAUÍ,1,7690,7688,MONTE ALEGRE DO PIAUÍ,Presidente,6131,,0.797269180754226,MONTE ALEGRE DO PIAUÍ,0.0678803641092328,0.61664499349805
PB,20214,ESPERANÇA,1,23698,23713,ESPERANÇA,Presidente,17001,,0.717402312431429,ESPERANÇA,0.0544771710692885,0.601780740990801
SP,68071,PALMITAL,1,17277,17266,PALMITAL,Presidente,11852,,0.685998726630781,PALMITAL,0.101232852925855,0.468194709729699
RS,85588,SÃO JOSÉ DO HERVAL,1,2077,2073,SÃO JOSÉ DO HERVAL,Presidente,1472,,0.70871449205585,SÃO JOSÉ DO HERVAL,0.0572941742898411,0.623013962445835
PI,11754,REGENERAÇÃO,1,13635,13638,REGENERAÇÃO,Presidente,9817,,0.71998533186652,REGENERAÇÃO,0.0596259625962596,0.642610927759443
BA,36110,ITAJUÍPE,1,17003,16979,ITAJUÍPE,Presidente,11114,,0.653649355996001,ITAJUÍPE,0.0168793742280774,0.699288360877492
PA,5630,VIGIA,2,36798,36782,VIGIA,Presidente,23910,,0.649763574107289,VIGIA,0.0130441871840861,0.655850861459862
MT,90506,CAMPO VERDE,2,28928,28912,CAMPO VERDE,Presidente,20416,,0.705752212389381,CAMPO VERDE,0.0851078539823009,0.441648230088496
MG,48054,MARLIÉRIA,2,4186,4193,MARLIÉRIA,Presidente,2777,,0.663401815575729,MARLIÉRIA,0.0372670807453416,0.544672718585762
RN,18872,UMARIZAL,1,8276,8274,UMARIZAL,Presidente,6274,,0.758095698405027,UMARIZAL,0.0847027549540841,0.550265828902852
MG,53791,TOCANTINS,1,13283,13289,TOCANTINS,Presidente,9533,,0.71768425807423,TOCANTINS,0.0301889633365957,0.616728148761575
SC,80276,ARARANGUÁ,2,49891,49845,ARARANGUÁ,Presidente,36915,,0.739913010362591,ARARANGUÁ,0.0935038383676415,0.452125633881862
PR,77372,PALMITAL,2,10399,10398,PALMITAL,Presidente,8097,,0.778632560823156,PALMITAL,0.0433695547648812,0.629002788729686
PE,23272,BARREIROS,1,30112,26645,BARREIROS,Presidente,19838,,0.658807120085016,BARREIROS,0.0471240701381509,0.531980605738576
RN,16934,IPUEIRA,2,1781,1781,IPUEIRA,Presidente,1442,,0.809657495788883,IPUEIRA,0.110050533408198,0.47164514317799
PI,12734,AROEIRAS DO ITAIM,2,3325,3322,AROEIRAS DO ITAIM,Presidente,2807,,0.84421052631579,AROEIRAS DO ITAIM,0.0442105263157895,0.644812030075188
RS,89311,TENENTE PORTELA,1,9301,9287,TENENTE PORTELA,Presidente,7672,,0.824857542199764,TENENTE PORTELA,0.118266853026556,0.476937963659822
PA,4707,CANAÃ DOS CARAJÁS,1,39855,39824,CANAÃ DOS CARAJÁS,Presidente,25232,,0.63309496926358,CANAÃ DOS CARAJÁS,0.0518630033872789,0.462451386275248
SC,80071,ÁGUA DOCE,1,5448,5443,ÁGUA DOCE,Presidente,4097,,0.752019089574156,ÁGUA DOCE,0.0545154185022027,0.59287812041116
AM,2518,LÁBREA,2,24266,24275,LÁBREA,Presidente,14924,,0.615016896068573,LÁBREA,0.0414571828896398,0.650663479765928
MG,44172,CURVELO,1,58048,57958,CURVELO,Presidente,39641,,0.682900358324146,CURVELO,0.0738009922822492,0.475589167585447
PA,4383,NOVO PROGRESSO,1,19910,19408,NOVO PROGRESSO,Presidente,12539,,0.62978402812657,NOVO PROGRESSO,0.0418382722250126,0.664841788046208
SP,69191,PRADÓPOLIS,1,13254,13253,PRADÓPOLIS,Presidente,9287,,0.70069413007394,PRADÓPOLIS,0.0366681756450883,0.543458578542327
SC,82414,PAULO LOPES,1,5968,5968,PAULO LOPES,Presidente,4864,,0.815013404825737,PAULO LOPES,0.0650134048257373,0.576742627345845
BA,36773,LAJE,2,19038,19040,LAJE,Presidente,13286,,0.69786742304864,LAJE,0.00850929719508352,0.734005672864797
SC,83194,SÃO FRANCISCO DO SUL,1,36840,36813,SÃO FRANCISCO DO SUL,Presidente,25773,,0.699592833876222,SÃO FRANCISCO DO SUL,0.0941368078175896,0.428338762214984
PE,30015,FERNANDO DE NORONHA,1,2743,2751,FERNANDO DE NORONHA,Presidente,1744,,0.635800218738607,FERNANDO DE NORONHA,0.131972293109734,0.294567991250456
PR,76350,JANDAIA DO SUL,2,15537,15531,JANDAIA DO SUL,Presidente,12591,,0.810388105811933,JANDAIA DO SUL,0.192443843727875,0.368024715195984
PR,77313,PAIÇANDU,2,27555,27551,PAIÇANDU,Presidente,20254,,0.735039012883324,PAIÇANDU,0.0482308111050626,0.49217927780802
MA,7935,GRAJAÚ,1,39100,39094,GRAJAÚ,Presidente,32174,,0.822864450127877,GRAJAÚ,0.0584398976982097,0.582531969309463
RS,85774,CAMPO BOM,2,52264,52236,CAMPO BOM,Presidente,39678,,0.759184142048064,CAMPO BOM,0.0514694627276902,0.508093525179856
CE,13390,BARRO,1,15566,14065,BARRO,Presidente,11626,,0.746884234870873,BARRO,0.0661698573814724,0.613837851728126
TO,95273,PEIXE,1,6979,6979,PEIXE,Presidente,4996,,0.715861871328271,PEIXE,0.0866886373405932,0.536179968476859
AC,1015,CAPIXABA,1,6832,6829,CAPIXABA,Presidente,5588,,0.817915690866511,CAPIXABA,0.0503512880562061,0.609923887587822
PI,10316,BENEDITINOS,1,8631,8630,BENEDITINOS,Presidente,6904,,0.799907310856216,BENEDITINOS,0.0626810334839532,0.636774417796316
MA,8249,SANTO AMARO DO MARANHÃO,2,9665,9661,SANTO AMARO DO MARANHÃO,Presidente,6065,,0.627521986549405,SANTO AMARO DO MARANHÃO,0.00444904293843766,0.758923952405587
SP,61239,ÁLVARES FLORENCE,2,4068,4065,ÁLVARES FLORENCE,Presidente,2645,,0.650196656833825,ÁLVARES FLORENCE,0.0752212389380531,0.536627335299902
MG,40282,JAÍBA,2,23280,23280,JAÍBA,Presidente,15097,,0.648496563573883,JAÍBA,0.0176116838487973,0.673453608247423
MG,43974,CÓRREGO DO BOM JESUS,2,3975,3974,CÓRREGO DO BOM JESUS,Presidente,2697,,0.678490566037736,CÓRREGO DO BOM JESUS,0.0543396226415094,0.609811320754717
SC,80500,ÁGUAS FRIAS,1,2342,2342,ÁGUAS FRIAS,Presidente,1966,,0.839453458582408,ÁGUAS FRIAS,0.0320239111870196,0.611870196413322
BA,33456,ARATUÍPE,2,7854,7851,ARATUÍPE,Presidente,5462,,0.695441813088872,ARATUÍPE,0.00916730328495034,0.720906544435956
PB,21512,QUEIMADAS,2,31884,31875,QUEIMADAS,Presidente,25278,,0.792811441475348,QUEIMADAS,0.0486137247522268,0.625705683101242
RS,85553,CAÇAPAVA DO SUL,2,23362,23356,CAÇAPAVA DO SUL,Presidente,17073,,0.730802157349542,CAÇAPAVA DO SUL,0.115829124218817,0.530990497388922
SP,61662,ESTIVA GERBI,1,8631,8628,ESTIVA GERBI,Presidente,6261,,0.725408411539798,ESTIVA GERBI,0.035221874637933,0.51233924226625
RS,85030,AJURICABA,1,5886,5883,AJURICABA,Presidente,4892,,0.831124702684336,AJURICABA,0.0795107033639144,0.563370710159701
SP,66354,LEME,2,73298,73260,LEME,Presidente,49313,,0.67277415482005,LEME,0.0636579442822451,0.509017981391034
RR,3107,UIRAMUTÃ,1,5411,5411,UIRAMUTÃ,Presidente,4702,,0.868970615413048,UIRAMUTÃ,0.0266124561079283,0.575494363333949
MS,98078,ITAQUIRAÍ,1,13793,13791,ITAQUIRAÍ,Presidente,9319,,0.675632567244254,ITAQUIRAÍ,0.0336402523018923,0.712027840208802
RS,86150,CORONEL BICACO,2,5895,5889,CORONEL BICACO,Presidente,4098,,0.695165394402036,CORONEL BICACO,0.063782866836302,0.600508905852417
PR,77356,PALMEIRA,2,25227,25216,PALMEIRA,Presidente,20444,,0.810401553890673,PALMEIRA,0.105363301224878,0.500772981329528
MG,40312,ALFENAS,1,59594,59545,ALFENAS,Presidente,42276,,0.709400275195489,ALFENAS,0.0752592542873444,0.432677786354331
MG,51950,SANTA VITÓRIA,2,16990,16988,SANTA VITÓRIA,Presidente,11523,,0.678222483814008,SANTA VITÓRIA,0.0366686286050618,0.614420247204238
BA,33499,BAIANÓPOLIS,1,11582,11582,BAIANÓPOLIS,Presidente,8211,,0.708944914522535,BAIANÓPOLIS,0.0176135382490071,0.694439647729235
GO,93378,DAMOLÂNDIA,1,3259,3259,DAMOLÂNDIA,Presidente,2412,,0.740104326480516,DAMOLÂNDIA,0.0638232586683032,0.500153421294876
MA,7196,ARARI,1,23012,22997,ARARI,Presidente,16200,,0.703980531896402,ARARI,0.0322875021727794,0.604032678602468
SC,83259,SÃO JOAQUIM,2,19239,19236,SÃO JOAQUIM,Presidente,13623,,0.708092936223296,SÃO JOAQUIM,0.0514059982327564,0.590779146525287
RN,17817,PASSA E FICA,2,8626,8625,PASSA E FICA,Presidente,6510,,0.754695107813587,PASSA E FICA,0.0464873637839091,0.62091351727336
MG,41696,BOTUMIRIM,2,5250,5245,BOTUMIRIM,Presidente,2997,,0.570857142857143,BOTUMIRIM,0.0215238095238095,0.616
PE,24953,OROCÓ,2,11903,11892,OROCÓ,Presidente,8107,,0.681088801142569,OROCÓ,0.010501554230026,0.680416701671847
MA,8672,PINDARÉ-MIRIM,1,22697,22678,PINDARÉ-MIRIM,Presidente,17314,,0.762832092347006,PINDARÉ-MIRIM,0.0431334537604089,0.557254262677887
AM,2399,IPIXUNA,1,10772,10761,IPIXUNA,Presidente,6545,,0.607593761604159,IPIXUNA,0.0248793167471222,0.726513182324545
BA,33618,BARRA DO ROCHA,2,3881,3876,BARRA DO ROCHA,Presidente,2558,,0.659108477196599,BARRA DO ROCHA,0.0414841535686679,0.544189641844885
MS,91375,PORTO MURTINHO,2,8322,8310,PORTO MURTINHO,Presidente,4684,,0.562845469838981,PORTO MURTINHO,0.0403749098774333,0.606104301850517
PE,25577,SÃO BENEDITO DO SUL,2,8555,8555,SÃO BENEDITO DO SUL,Presidente,4948,,0.578375219170076,SÃO BENEDITO DO SUL,0.00818234950321449,0.780596142606663
RS,88625,BARRA DO QUARAÍ,1,2783,2782,BARRA DO QUARAÍ,Presidente,2040,,0.73302191879267,BARRA DO QUARAÍ,0.0542579949694574,0.56701401365433
PR,75647,SERRANÓPOLIS DO IGUAÇU,2,4317,4314,SERRANÓPOLIS DO IGUAÇU,Presidente,3375,,0.781792911744267,SERRANÓPOLIS DO IGUAÇU,0.0421589066481353,0.578179291174427
